id,itemTime,language,trial,antonymPair,scenarioLabel,expressionLabel,expression,predicateType,minValue,maxValue,startingValue,answer,naturalness,RT,engagement,difficulty,comments
A1B4WL7N3ACF2T:3GS6S824SR52WW1Y4D7QLC2RB5FWNB,1459395908464,English,3,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,2831,409,7,18638,10,0,
A1B4WL7N3ACF2T:3GS6S824SR52WW1Y4D7QLC2RB5FWNB,1459395920491,English,4,long,movie,P,long,individual,50,240,213,188,7,12017,10,0,
A1B4WL7N3ACF2T:3GS6S824SR52WW1Y4D7QLC2RB5FWNB,1459395929721,English,5,full,band,Q and not-Q,empty and not empty,stage,0,1200,263,22,3,9229,10,0,
A1B4WL7N3ACF2T:3GS6S824SR52WW1Y4D7QLC2RB5FWNB,1459395942667,English,6,fast,car,not-P ,not fast,stage,0,120,116,25,5,12945,10,0,
A1CA46R2A6TV9W:3KYQYYSHYWFL5B1JOX2D8DDBUXTDO9,1459349675155,english,1,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,90,67,1,9386,10,10,
A1CA46R2A6TV9W:3KYQYYSHYWFL5B1JOX2D8DDBUXTDO9,1459349682860,english,2,long,movie,neither P nor Q,neither long nor short,individual,50,240,55,102,5,7702,10,10,
A1CA46R2A6TV9W:3KYQYYSHYWFL5B1JOX2D8DDBUXTDO9,1459349692730,english,3,hot,bath,Q,cold,stage,32,212,174,93,7,9869,10,10,
A1CA46R2A6TV9W:3KYQYYSHYWFL5B1JOX2D8DDBUXTDO9,1459349701547,english,4,full,band,not-Q,not empty,stage,0,1200,509,709,4,8816,10,10,
A1CA46R2A6TV9W:3KYQYYSHYWFL5B1JOX2D8DDBUXTDO9,1459349709715,english,5,fast,car,not-P ,not fast,stage,0,120,60,22,4,8163,10,10,
A1CA46R2A6TV9W:3KYQYYSHYWFL5B1JOX2D8DDBUXTDO9,1459349718798,english,6,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,3099,1397,2,9081,10,10,
A1GHLU2WTSFD37:3TUI152ZZCVUYSYNNHAMWG72K3N1QY,1459379909077,English,1,long,movie,Q,short,individual,50,240,130,60,2,34160,8,0,
A1GHLU2WTSFD37:3TUI152ZZCVUYSYNNHAMWG72K3N1QY,1459379929213,English,2,tall,US male,not-P ,not tall,individual,48,96,90,66,1,20136,8,0,
A1GHLU2WTSFD37:3TUI152ZZCVUYSYNNHAMWG72K3N1QY,1459379968679,English,3,fast,car,P and not-P,fast and not fast,stage,0,120,14,50,1,39466,8,0,
A1GHLU2WTSFD37:3TUI152ZZCVUYSYNNHAMWG72K3N1QY,1459379993928,English,4,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,374,1175,1,25249,8,0,
A1GHLU2WTSFD37:3TUI152ZZCVUYSYNNHAMWG72K3N1QY,1459380029871,English,5,hot,bath,Q and not-Q,cold and not cold,stage,32,212,130,67,1,35943,8,0,
A1GHLU2WTSFD37:3TUI152ZZCVUYSYNNHAMWG72K3N1QY,1459380051632,English,6,expensive,laptop,not-Q,not cheap,individual,50,4000,1155,1900,3,21745,8,0,
A31Q7PWLBCU2X0:3UXUOQ9OKF5GMY68N1U97QJAJ7VA7R,1459370939016,English,1,tall,US male,Q and not-Q,short and not short,individual,48,96,49,68,2,78581,9,3,None
A31Q7PWLBCU2X0:3UXUOQ9OKF5GMY68N1U97QJAJ7VA7R,1459370946168,English,2,long,movie,not-Q,not short,individual,50,240,227,146,7,7152,9,3,None
A31Q7PWLBCU2X0:3UXUOQ9OKF5GMY68N1U97QJAJ7VA7R,1459370951864,English,3,fast,car,neither Q nor not-Q,neither slow nor not slow,stage,0,120,49,50,3,5693,9,3,None
A31Q7PWLBCU2X0:3UXUOQ9OKF5GMY68N1U97QJAJ7VA7R,1459370965398,English,4,full,band,neither P nor Q,neither full nor empty,stage,0,1200,397,497,4,13534,9,3,None
A31Q7PWLBCU2X0:3UXUOQ9OKF5GMY68N1U97QJAJ7VA7R,1459370972938,English,5,expensive,laptop,Q,cheap,individual,50,4000,3160,645,7,7540,9,3,None
A31Q7PWLBCU2X0:3UXUOQ9OKF5GMY68N1U97QJAJ7VA7R,1459370990314,English,6,hot,bath,P,hot,stage,32,212,172,80,7,17360,9,3,None
AF3FRMNPFKEG3:3X1FV8S5JYZJ7FK7RZPZ9QAG3I6GVO,1459349592009,English,1,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,35,45,2,15457,8,0,No.
AF3FRMNPFKEG3:3X1FV8S5JYZJ7FK7RZPZ9QAG3I6GVO,1459349602644,English,2,tall,US male,not-Q,not short,individual,48,96,61,72,7,10634,8,0,No.
AF3FRMNPFKEG3:3X1FV8S5JYZJ7FK7RZPZ9QAG3I6GVO,1459349617938,English,3,full,band,not-P ,not full,stage,0,1200,182,193,6,15294,8,0,No.
AF3FRMNPFKEG3:3X1FV8S5JYZJ7FK7RZPZ9QAG3I6GVO,1459349636458,English,4,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,1300,501,2,18520,8,0,No.
AF3FRMNPFKEG3:3X1FV8S5JYZJ7FK7RZPZ9QAG3I6GVO,1459349650531,English,5,long,movie,P and not-P,long and not long,individual,50,240,115,110,1,14073,8,0,No.
AF3FRMNPFKEG3:3X1FV8S5JYZJ7FK7RZPZ9QAG3I6GVO,1459349665838,English,6,hot,bath,P,hot,stage,32,212,186,172,6,15307,8,0,No.
A2CU75UPXCS8J6:3K2755HG5TBRZYOQPUJNLJ4X2YNDFC,1459394178016,English,1,tall,US male,not-P ,not tall,individual,48,96,78,68,3,18354,8,3,Thank You
A2CU75UPXCS8J6:3K2755HG5TBRZYOQPUJNLJ4X2YNDFC,1459394208855,English,2,full,band,P,full,stage,0,1200,372,1200,7,30838,8,3,Thank You
A2CU75UPXCS8J6:3K2755HG5TBRZYOQPUJNLJ4X2YNDFC,1459394237392,English,3,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,1088,224,1,28536,8,3,Thank You
A2CU75UPXCS8J6:3K2755HG5TBRZYOQPUJNLJ4X2YNDFC,1459394268991,English,4,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,39,70,3,31598,8,3,Thank You
A2CU75UPXCS8J6:3K2755HG5TBRZYOQPUJNLJ4X2YNDFC,1459394303606,English,5,long,movie,P and not-P,long and not long,individual,50,240,189,130,2,34613,8,3,Thank You
A2CU75UPXCS8J6:3K2755HG5TBRZYOQPUJNLJ4X2YNDFC,1459394327838,English,6,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,95,60,1,24231,8,3,Thank You
A2EPI9A2N9OP3J:34T446B1C1MQX23MMG5RY6ZBBU10C6,1459351866320,English,1,long,movie,neither P nor Q,neither long nor short,individual,50,240,207,130,7,23351,8,3,no
A2EPI9A2N9OP3J:34T446B1C1MQX23MMG5RY6ZBBU10C6,1459351913195,English,2,tall,US male,P,tall,individual,48,96,69,73,7,46861,8,3,no
A2EPI9A2N9OP3J:34T446B1C1MQX23MMG5RY6ZBBU10C6,1459351951952,English,3,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,411,812,3,38740,8,3,no
A2EPI9A2N9OP3J:34T446B1C1MQX23MMG5RY6ZBBU10C6,1459351987003,English,4,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,564,942,2,35043,8,3,no
A2EPI9A2N9OP3J:34T446B1C1MQX23MMG5RY6ZBBU10C6,1459352015566,English,5,fast,car,Q,slow,stage,0,120,28,25,7,28553,8,3,no
A2EPI9A2N9OP3J:34T446B1C1MQX23MMG5RY6ZBBU10C6,1459352045967,English,6,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,160,99,2,30395,8,3,no
A1OLDS1G4N8R3H:3SNLUL3WO5VZGS98X0CAQWD5LU1LUW,1459387337722,English,1,hot,bath,P and not-P,hot and not hot,stage,32,212,139,75,1,29748,9,1,No comments to add.
A1OLDS1G4N8R3H:3SNLUL3WO5VZGS98X0CAQWD5LU1LUW,1459387354882,English,2,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,48,65,2,17158,9,1,No comments to add.
A1OLDS1G4N8R3H:3SNLUL3WO5VZGS98X0CAQWD5LU1LUW,1459387376214,English,3,long,movie,neither P nor Q,neither long nor short,individual,50,240,201,100,3,21331,9,1,No comments to add.
A1OLDS1G4N8R3H:3SNLUL3WO5VZGS98X0CAQWD5LU1LUW,1459387398511,English,4,expensive,laptop,not-P ,not expensive,individual,50,4000,1059,499,7,22297,9,1,No comments to add.
A1OLDS1G4N8R3H:3SNLUL3WO5VZGS98X0CAQWD5LU1LUW,1459387414995,English,5,fast,car,P,fast,stage,0,120,21,80,6,16483,9,1,No comments to add.
A1OLDS1G4N8R3H:3SNLUL3WO5VZGS98X0CAQWD5LU1LUW,1459387441763,English,6,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,444,501,2,26766,9,1,No comments to add.
A3RO17UKZ723P8:3LUY3GC6308N92CACKC6XL85IRL7PQ,1459348686343,english,1,hot,bath,not-P ,not hot,stage,32,212,53,78,3,12407,7,2,none now
A3RO17UKZ723P8:3LUY3GC6308N92CACKC6XL85IRL7PQ,1459348699789,english,2,tall,US male,P and not-P,tall and not tall,individual,48,96,63,69,5,13445,7,2,none now
A3RO17UKZ723P8:3LUY3GC6308N92CACKC6XL85IRL7PQ,1459348709263,english,3,full,band,P,full,stage,0,1200,253,680,6,9473,7,2,none now
A3RO17UKZ723P8:3LUY3GC6308N92CACKC6XL85IRL7PQ,1459348720918,english,4,fast,car,Q and not-Q,slow and not slow,stage,0,120,77,55,3,11653,7,2,none now
A3RO17UKZ723P8:3LUY3GC6308N92CACKC6XL85IRL7PQ,1459348729715,english,5,long,movie,neither P nor Q,neither long nor short,individual,50,240,177,125,3,8797,7,2,none now
A3RO17UKZ723P8:3LUY3GC6308N92CACKC6XL85IRL7PQ,1459348738245,english,6,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,3491,1516,5,8529,7,2,none now
AY3JWZ1R4XVJD:336YQZE83WM21V1EWB5HIX0EMHIM5Z,1459351893491,English,1,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,87,70,6,16165,9,1,
AY3JWZ1R4XVJD:336YQZE83WM21V1EWB5HIX0EMHIM5Z,1459351919509,English,2,full,band,not-Q,not empty,stage,0,1200,261,1014,5,26018,9,1,
AY3JWZ1R4XVJD:336YQZE83WM21V1EWB5HIX0EMHIM5Z,1459351932210,English,3,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,3752,566,6,12701,9,1,
AY3JWZ1R4XVJD:336YQZE83WM21V1EWB5HIX0EMHIM5Z,1459351944747,English,4,tall,US male,P,tall,individual,48,96,70,75,6,12537,9,1,
AY3JWZ1R4XVJD:336YQZE83WM21V1EWB5HIX0EMHIM5Z,1459351955787,English,5,fast,car,P and not-P,fast and not fast,stage,0,120,11,75,6,11038,9,1,
AY3JWZ1R4XVJD:336YQZE83WM21V1EWB5HIX0EMHIM5Z,1459351968554,English,6,long,movie,neither P nor Q,neither long nor short,individual,50,240,167,96,6,12765,9,1,
A1Z9510ON62X4X:34S6N1K2ZWRUB63OX15B7HOFRMQHLI,1459373333890,english,1,tall,US male,P and not-P,tall and not tall,individual,48,96,58,70,3,20873,7,1,no
A1Z9510ON62X4X:34S6N1K2ZWRUB63OX15B7HOFRMQHLI,1459373385632,english,2,fast,car,Q,slow,stage,0,120,84,28,6,51741,7,1,no
A1Z9510ON62X4X:34S6N1K2ZWRUB63OX15B7HOFRMQHLI,1459373410097,english,3,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,3181,441,2,24464,7,1,no
A1Z9510ON62X4X:34S6N1K2ZWRUB63OX15B7HOFRMQHLI,1459373428529,english,4,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,58,69,6,18431,7,1,no
A1Z9510ON62X4X:34S6N1K2ZWRUB63OX15B7HOFRMQHLI,1459373442969,english,5,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,1124,579,2,14438,7,1,no
A1Z9510ON62X4X:34S6N1K2ZWRUB63OX15B7HOFRMQHLI,1459373470336,english,6,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,72,80,2,27367,7,1,no
A26ENSYH8UVYC2:308XBLVESJCVNRVF2TSB7IUG2ZZBR7,1459347041911,English,1,fast,car,neither Q nor not-Q,neither slow nor not slow,stage,0,120,81,40,3,17277,7,1,
A26ENSYH8UVYC2:308XBLVESJCVNRVF2TSB7IUG2ZZBR7,1459347054613,English,2,expensive,laptop,P,expensive,individual,50,4000,751,2002,7,12700,7,1,
A26ENSYH8UVYC2:308XBLVESJCVNRVF2TSB7IUG2ZZBR7,1459347061401,English,3,long,movie,neither P nor Q,neither long nor short,individual,50,240,101,95,5,6787,7,1,
A26ENSYH8UVYC2:308XBLVESJCVNRVF2TSB7IUG2ZZBR7,1459347069566,English,4,hot,bath,Q,cold,stage,32,212,124,60,7,8165,7,1,
A26ENSYH8UVYC2:308XBLVESJCVNRVF2TSB7IUG2ZZBR7,1459347087076,English,5,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,562,1200,3,17509,7,1,
A26ENSYH8UVYC2:308XBLVESJCVNRVF2TSB7IUG2ZZBR7,1459347096854,English,6,tall,US male,not-Q,not short,individual,48,96,52,71,7,9777,7,1,
A1VSMPT1ILT912:3WR9XG3T64J1K9QRE0KIUNXARX874M,1459384903159,English,1,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,50,70,3,16671,10,0,Na
A1VSMPT1ILT912:3WR9XG3T64J1K9QRE0KIUNXARX874M,1459384913322,English,2,hot,bath,Q and not-Q,cold and not cold,stage,32,212,50,72,3,10160,10,0,Na
A1VSMPT1ILT912:3WR9XG3T64J1K9QRE0KIUNXARX874M,1459384927062,English,3,full,band,Q,empty,stage,0,1200,698,296,6,13739,10,0,Na
A1VSMPT1ILT912:3WR9XG3T64J1K9QRE0KIUNXARX874M,1459384941724,English,4,long,movie,neither P nor not-P,neither long nor not long,individual,50,240,130,93,3,14661,10,0,Na
A1VSMPT1ILT912:3WR9XG3T64J1K9QRE0KIUNXARX874M,1459384962849,English,5,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,92,55,3,21124,10,0,Na
A1VSMPT1ILT912:3WR9XG3T64J1K9QRE0KIUNXARX874M,1459384974937,English,6,expensive,laptop,P,expensive,individual,50,4000,3760,1285,6,12087,10,0,Na
A1JNOFVI58L10O:3JPSL1DZ5T75PJYV38BY3N50JKQNA1,1459348700017,English,1,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,244,1150,4,28693,5,3,
A1JNOFVI58L10O:3JPSL1DZ5T75PJYV38BY3N50JKQNA1,1459348723323,English,2,tall,US male,Q,short,individual,48,96,74,66,5,23291,5,3,
A1JNOFVI58L10O:3JPSL1DZ5T75PJYV38BY3N50JKQNA1,1459348745348,English,3,hot,bath,not-P ,not hot,stage,32,212,87,65,6,22007,5,3,
A1JNOFVI58L10O:3JPSL1DZ5T75PJYV38BY3N50JKQNA1,1459348760890,English,4,long,movie,Q and not-Q,short and not short,individual,50,240,101,115,7,15525,5,3,
A1JNOFVI58L10O:3JPSL1DZ5T75PJYV38BY3N50JKQNA1,1459348798271,English,5,fast,car,P,fast,stage,0,120,78,90,5,37367,5,3,
A1JNOFVI58L10O:3JPSL1DZ5T75PJYV38BY3N50JKQNA1,1459348831304,English,6,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,552,558,7,33020,5,3,
A3QLAEDNYW0AL3:3RYC5T2D741XRLWPLYAC22Z5J3GRPA,1459349355069,English,1,long,movie,Q and not-Q,short and not short,individual,50,240,115,85,5,19976,10,1,This study was very interesting.  It is very refreshing to participate in a study that is different.
A3QLAEDNYW0AL3:3RYC5T2D741XRLWPLYAC22Z5J3GRPA,1459349377183,English,2,hot,bath,Q,cold,stage,32,212,177,69,4,22113,10,1,This study was very interesting.  It is very refreshing to participate in a study that is different.
A3QLAEDNYW0AL3:3RYC5T2D741XRLWPLYAC22Z5J3GRPA,1459349396393,English,3,fast,car,P and not-P,fast and not fast,stage,0,120,57,60,1,19209,10,1,This study was very interesting.  It is very refreshing to participate in a study that is different.
A3QLAEDNYW0AL3:3RYC5T2D741XRLWPLYAC22Z5J3GRPA,1459349415976,English,4,full,band,not-P ,not full,stage,0,1200,1097,272,5,19580,10,1,This study was very interesting.  It is very refreshing to participate in a study that is different.
A3QLAEDNYW0AL3:3RYC5T2D741XRLWPLYAC22Z5J3GRPA,1459349426366,English,5,tall,US male,neither P nor Q,neither tall nor short,individual,48,96,61,68,3,10389,10,1,This study was very interesting.  It is very refreshing to participate in a study that is different.
A3QLAEDNYW0AL3:3RYC5T2D741XRLWPLYAC22Z5J3GRPA,1459349444521,English,6,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,818,543,3,18154,10,1,This study was very interesting.  It is very refreshing to participate in a study that is different.
A14D297BQB6QF3:3V5Q80FXIYZ9GCAH8AY4OROW2F832V,1459348720514,English,1,expensive,laptop,not-P ,not expensive,individual,50,4000,1498,221,6,16578,10,0,
A14D297BQB6QF3:3V5Q80FXIYZ9GCAH8AY4OROW2F832V,1459348729423,English,2,fast,car,P and not-P,fast and not fast,stage,0,120,85,31,1,8906,10,0,
A14D297BQB6QF3:3V5Q80FXIYZ9GCAH8AY4OROW2F832V,1459348740559,English,3,full,band,neither P nor Q,neither full nor empty,stage,0,1200,492,523,5,11134,10,0,
A14D297BQB6QF3:3V5Q80FXIYZ9GCAH8AY4OROW2F832V,1459348750384,English,4,tall,US male,Q and not-Q,short and not short,individual,48,96,83,67,1,9822,10,0,
A14D297BQB6QF3:3V5Q80FXIYZ9GCAH8AY4OROW2F832V,1459348773337,English,5,long,movie,Q,short,individual,50,240,182,77,7,22951,10,0,
A14D297BQB6QF3:3V5Q80FXIYZ9GCAH8AY4OROW2F832V,1459348802318,English,6,hot,bath,not-Q,not cold,stage,32,212,103,85,6,28979,10,0,
A1FYFBIFYWTMJS:3U5JL4WY5LHVZOWIWDOGOMAYTQF4X6,1459367197530,English,1,fast,car,P and not-P,fast and not fast,stage,0,120,66,88,1,17375,8,2,no comments
A1FYFBIFYWTMJS:3U5JL4WY5LHVZOWIWDOGOMAYTQF4X6,1459367219176,English,2,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,1529,4000,1,21643,8,2,no comments
A1FYFBIFYWTMJS:3U5JL4WY5LHVZOWIWDOGOMAYTQF4X6,1459367235943,English,3,full,band,Q and not-Q,empty and not empty,stage,0,1200,864,71,1,16765,8,2,no comments
A1FYFBIFYWTMJS:3U5JL4WY5LHVZOWIWDOGOMAYTQF4X6,1459367247536,English,4,hot,bath,not-Q,not cold,stage,32,212,107,212,7,11591,8,2,no comments
A1FYFBIFYWTMJS:3U5JL4WY5LHVZOWIWDOGOMAYTQF4X6,1459367261774,English,5,long,movie,neither P nor Q,neither long nor short,individual,50,240,228,78,1,14237,8,2,no comments
A1FYFBIFYWTMJS:3U5JL4WY5LHVZOWIWDOGOMAYTQF4X6,1459367270040,English,6,tall,US male,P,tall,individual,48,96,63,96,7,8265,8,2,no comments
A2CEUCPDECS6U3:34V1S5K3GT9JDFIYCLBH5H8UICI96X,1459345845531,english,1,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,62,389,2,9817,10,0,
A2CEUCPDECS6U3:34V1S5K3GT9JDFIYCLBH5H8UICI96X,1459345851514,english,2,long,movie,Q,short,individual,50,240,81,72,5,5982,10,0,
A2CEUCPDECS6U3:34V1S5K3GT9JDFIYCLBH5H8UICI96X,1459345859893,english,3,expensive,laptop,not-Q,not cheap,individual,50,4000,3765,2923,5,8378,10,0,
A2CEUCPDECS6U3:34V1S5K3GT9JDFIYCLBH5H8UICI96X,1459345870078,english,4,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,113,55,4,10183,10,0,
A2CEUCPDECS6U3:34V1S5K3GT9JDFIYCLBH5H8UICI96X,1459345876181,english,5,tall,US male,P,tall,individual,48,96,65,77,5,6103,10,0,
A2CEUCPDECS6U3:34V1S5K3GT9JDFIYCLBH5H8UICI96X,1459345884295,english,6,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,143,110,3,8113,10,0,
A2Q4A0C8Y3OQQ0:3HHRAGRYX9D92LO2CHXBMHUL3ER9O5,1459376167674,english,1,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,674,722,2,25949,10,0,
A2Q4A0C8Y3OQQ0:3HHRAGRYX9D92LO2CHXBMHUL3ER9O5,1459376178891,english,2,tall,US male,P and not-P,tall and not tall,individual,48,96,88,74,6,11213,10,0,
A2Q4A0C8Y3OQQ0:3HHRAGRYX9D92LO2CHXBMHUL3ER9O5,1459376190031,english,3,fast,car,Q,slow,stage,0,120,48,20,6,11139,10,0,
A2Q4A0C8Y3OQQ0:3HHRAGRYX9D92LO2CHXBMHUL3ER9O5,1459376200222,english,4,hot,bath,P,hot,stage,32,212,147,155,5,10189,10,0,
A2Q4A0C8Y3OQQ0:3HHRAGRYX9D92LO2CHXBMHUL3ER9O5,1459376219447,english,5,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,1639,927,6,19223,10,0,
A2Q4A0C8Y3OQQ0:3HHRAGRYX9D92LO2CHXBMHUL3ER9O5,1459376232170,english,6,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,111,106,4,12721,10,0,
A24WQ0ZEGXHX6J:31LVTDXBL8I700HRT6H5LLQLETFRLC,1459350344980,English,1,tall,US male,P,tall,individual,48,96,79,75,6,16479,10,0,
A24WQ0ZEGXHX6J:31LVTDXBL8I700HRT6H5LLQLETFRLC,1459350364403,English,2,fast,car,Q,slow,stage,0,120,101,10,6,19422,10,0,
A24WQ0ZEGXHX6J:31LVTDXBL8I700HRT6H5LLQLETFRLC,1459350379173,English,3,hot,bath,not-Q,not cold,stage,32,212,94,90,6,14769,10,0,
A24WQ0ZEGXHX6J:31LVTDXBL8I700HRT6H5LLQLETFRLC,1459350398197,English,4,full,band,not-P ,not full,stage,0,1200,619,749,7,19023,10,0,
A24WQ0ZEGXHX6J:31LVTDXBL8I700HRT6H5LLQLETFRLC,1459350422965,English,5,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,3494,501,6,24767,10,0,
A24WQ0ZEGXHX6J:31LVTDXBL8I700HRT6H5LLQLETFRLC,1459350441800,English,6,long,movie,neither P nor not-P,neither long nor not long,individual,50,240,175,110,2,18834,10,0,
A21QI62HF6DHAV:3FQ5JJ512MWB1W7HFZONX18WOYZNKZ,1459377966925,ENGLISH,1,full,band,not-Q,not empty,stage,0,1200,54,1135,6,16033,4,2,
A21QI62HF6DHAV:3FQ5JJ512MWB1W7HFZONX18WOYZNKZ,1459377980278,ENGLISH,2,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,824,622,6,13343,4,2,
A21QI62HF6DHAV:3FQ5JJ512MWB1W7HFZONX18WOYZNKZ,1459377988606,ENGLISH,3,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,199,79,6,8328,4,2,
A21QI62HF6DHAV:3FQ5JJ512MWB1W7HFZONX18WOYZNKZ,1459377993694,ENGLISH,4,long,movie,neither P nor not-P,neither long nor not long,individual,50,240,79,90,6,5078,4,2,
A21QI62HF6DHAV:3FQ5JJ512MWB1W7HFZONX18WOYZNKZ,1459377999639,ENGLISH,5,tall,US male,not-P ,not tall,individual,48,96,85,65,6,5945,4,2,
A21QI62HF6DHAV:3FQ5JJ512MWB1W7HFZONX18WOYZNKZ,1459378007236,ENGLISH,6,fast,car,Q and not-Q,slow and not slow,stage,0,120,12,56,6,7597,4,2,
A1W1MK77ISFFLE:3S06PH7KSSC09JUIIV42WH031O41DZ,1459392777945,english,1,long,movie,P and not-P,long and not long,individual,50,240,57,105,5,28306,5,0,
A1W1MK77ISFFLE:3S06PH7KSSC09JUIIV42WH031O41DZ,1459392789212,english,2,expensive,laptop,not-P ,not expensive,individual,50,4000,1524,400,4,11266,5,0,
A1W1MK77ISFFLE:3S06PH7KSSC09JUIIV42WH031O41DZ,1459392803084,english,3,fast,car,Q,slow,stage,0,120,108,20,3,13871,5,0,
A1W1MK77ISFFLE:3S06PH7KSSC09JUIIV42WH031O41DZ,1459392856690,english,4,full,band,neither P nor Q,neither full nor empty,stage,0,1200,600,798,2,53605,5,0,
A1W1MK77ISFFLE:3S06PH7KSSC09JUIIV42WH031O41DZ,1459392879433,english,5,hot,bath,not-Q,not cold,stage,32,212,207,90,6,22742,5,0,
A1W1MK77ISFFLE:3S06PH7KSSC09JUIIV42WH031O41DZ,1459392893024,english,6,tall,US male,Q and not-Q,short and not short,individual,48,96,48,69,5,13589,5,0,
A37EV8RZ82WT8E:3URFVVM166QJLHQCC13JYBO3030ZUK,1459371789172,english,1,fast,car,not-Q,not slow,stage,0,120,70,76,6,8880,8,4,
A37EV8RZ82WT8E:3URFVVM166QJLHQCC13JYBO3030ZUK,1459371800316,english,2,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,166,1045,7,11142,8,4,
A37EV8RZ82WT8E:3URFVVM166QJLHQCC13JYBO3030ZUK,1459371814149,english,3,long,movie,Q and not-Q,short and not short,individual,50,240,87,87,6,13832,8,4,
A37EV8RZ82WT8E:3URFVVM166QJLHQCC13JYBO3030ZUK,1459371847724,english,4,expensive,laptop,neither P nor not-P,neither expensive nor not expensive,individual,50,4000,3598,675,3,33573,8,4,
A37EV8RZ82WT8E:3URFVVM166QJLHQCC13JYBO3030ZUK,1459371861055,english,5,tall,US male,neither P nor Q,neither tall nor short,individual,48,96,65,69,5,13328,8,4,
A37EV8RZ82WT8E:3URFVVM166QJLHQCC13JYBO3030ZUK,1459371870954,english,6,hot,bath,P,hot,stage,32,212,211,98,7,9897,8,4,
AD368A1RHHRC3:3ZQIG0FLQFOF41A764THVTW4X85VWF,1459371477967,english,1,full,band,Q,empty,stage,0,1200,999,0,7,73868,5,4,
AD368A1RHHRC3:3ZQIG0FLQFOF41A764THVTW4X85VWF,1459371516605,english,2,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,71,72,1,38632,5,4,
AD368A1RHHRC3:3ZQIG0FLQFOF41A764THVTW4X85VWF,1459371552012,english,3,hot,bath,P,hot,stage,32,212,70,130,7,35403,5,4,
AD368A1RHHRC3:3ZQIG0FLQFOF41A764THVTW4X85VWF,1459371585391,english,4,fast,car,Q and not-Q,slow and not slow,stage,0,120,105,55,1,33374,5,4,
AD368A1RHHRC3:3ZQIG0FLQFOF41A764THVTW4X85VWF,1459371623621,english,5,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,1739,1203,3,38219,5,4,
AD368A1RHHRC3:3ZQIG0FLQFOF41A764THVTW4X85VWF,1459371662147,english,6,long,movie,P and not-P,long and not long,individual,50,240,97,100,1,38517,5,4,
A33DI3X0V7ZLCF:3T111IHZ5FYCZYGI49EFGCZQEZX9RW,1459350167456,English,1,full,band,not-P ,not full,stage,0,1200,812,831,6,29998,8,3,none
A33DI3X0V7ZLCF:3T111IHZ5FYCZYGI49EFGCZQEZX9RW,1459350183175,English,2,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,2917,339,2,15708,8,3,none
A33DI3X0V7ZLCF:3T111IHZ5FYCZYGI49EFGCZQEZX9RW,1459350204787,English,3,long,movie,neither P nor Q,neither long nor short,individual,50,240,134,108,5,21601,8,3,none
A33DI3X0V7ZLCF:3T111IHZ5FYCZYGI49EFGCZQEZX9RW,1459350221941,English,4,tall,US male,Q,short,individual,48,96,58,62,5,17148,8,3,none
